Date,Company Name,IPO Open,High Stock,Low Stock,IPO Close,Shares Traded,Turnover (Crore),Subcategory,Category
4/18/2024,GlaxoSmithKline,573.46,1578.64,1396.47,1002.92,2987,244.33,Nifty MidSmall 40,Large Cap
2/28/2023,Uber Technologies Inc.,1329.95,1569.88,1114.76,697.33,9424,95.74,Nifty MidSmall 40,Mid Cap
8/11/2024,Costco Wholesale Corp.,68.61,1359.57,1359.3,856.17,2983,452.16,Nifty Small Cap 50,Small Cap
5/13/2024,Liberty Mutual,502.67,295.76,987.48,548.86,4738,295.63,Nifty 50,Large Cap
8/6/2023,Oracle Corp.,538.92,243.69,941.68,671.67,1245,461.75,Nifty Next 50,Small Cap
7/20/2024,Medtronic PLC,290.08,868.62,1074.72,948.09,2218,473.14,Nifty Small Cap 50,Small Cap
7/20/2024,Apple Inc.,537.53,199.37,288.59,356.64,1298,245,Nifty 100,Mid Cap
5/9/2023,Gilead Sciences,899.53,1822.67,1133.93,244.44,7560,468.61,Nifty 50,Mid Cap
1/18/2024,Johnson & Johnson,804.41,187.27,1359.09,1419.47,1844,1.35,Nifty Next 50,Small Cap
1/23/2024,Gilead Sciences,513.17,204.78,867.95,393.44,3190,96.86,Nifty Small Cap 50,Small Cap
3/26/2023,LinkedIn Corporation,1136.52,455.86,46.93,768.08,9368,367.27,Nifty 100,Small Cap
5/24/2024,Citigroup Inc.,1086.45,1309.98,128.77,1154.21,9313,263.72,Nifty 50,Mid Cap
12/26/2024,Paychex Inc.,457.01,1151.88,351.55,856.32,1091,495.49,Nifty Next 50,Mid Cap
9/18/2024,Abbott Laboratories,518.68,1370.05,702.8,970.57,686,392.36,Nifty MidSmall 40,Small Cap
3/12/2024,Netflix Inc.,466.9,1803.08,596.85,286.98,7911,332.4,Nifty 100,Small Cap
10/20/2023,Spotify Technology SA,236.83,991.65,1371.52,622.65,8849,456.17,Nifty 50,Small Cap
2/18/2023,Boeing Co.,1141.53,231.17,1325.46,1050.84,3586,169.26,Nifty Next 50,Large Cap
3/8/2023,BNP Paribas,117.1,1562.47,568.03,354.19,9863,84.62,Nifty 100,Small Cap
5/9/2023,Merck & Co.,268.34,1652.13,1118.21,751.16,9447,273.99,Nifty 100,Large Cap
1/29/2023,Abbott Laboratories,202.69,242.29,901.82,904.41,8933,120,Nifty Next 50,Mid Cap
12/9/2023,Twitter Inc.,1246.74,599.27,363.1,1194.53,4874,116.96,Nifty 50,Small Cap
6/28/2024,AT&T Inc.,113.81,1575.6,1305.71,363.7,3983,153.84,Nifty 100,Small Cap
4/29/2023,American Express Co.,1013.71,845.89,385.54,1468.23,4286,337.89,Nifty MidSmall 40,Small Cap
11/22/2024,United Airlines,114.49,1024.41,1222.37,1452.77,8156,12.77,Nifty Next 50,Large Cap
10/24/2024,Caterpillar Inc.,1190.34,1672.88,903.57,67.83,8076,425.14,Nifty 100,Small Cap
5/13/2023,L’Oréal,1373.44,325.05,880.94,583.57,3293,306.41,Nifty Small Cap 50,Large Cap
11/23/2023,Merck & Co.,755.92,1402.98,1178.62,148.37,6084,152.92,Nifty 50,Small Cap
7/4/2023,Morgan Stanley,1216.59,547.72,707.2,510.01,3977,57.44,Nifty MidSmall 40,Small Cap
5/20/2024,ServiceNow Inc.,1074.3,265.91,1199.12,930.24,4141,395.22,Nifty 50,Small Cap
10/7/2024,Coca-Cola Co.,1203.67,1375.62,783.81,932.67,2852,218.78,Nifty 50,Large Cap
11/19/2024,Walt Disney Co.,1161.82,374.61,1378.97,190.16,3285,218.22,Nifty 50,Small Cap
6/17/2024,Cigna Corporation,347.78,1531.96,934.1,1031.82,518,235.65,Nifty 100,Small Cap
8/29/2023,Siemens AG,774.36,525,542.46,1277.19,4718,207.56,Nifty Small Cap 50,Large Cap
8/11/2024,Walt Disney Co.,1442.6,239.75,1075.81,965.19,2334,257.13,Nifty 100,Large Cap
12/16/2024,Paychex Inc.,548.12,333.7,728.56,499.45,7849,315.7,Nifty Small Cap 50,Large Cap
5/30/2024,Bristol-Myers Squibb,1457.21,1706.35,1134.25,53.62,910,216.08,Nifty 50,Large Cap
6/14/2023,Nikon Corporation,895.58,836.29,1171.84,990.19,7754,486.43,Nifty 50,Mid Cap
10/1/2024,Facebook Inc.,719.34,709.19,875.17,1032.74,9931,199.4,Nifty Small Cap 50,Mid Cap
7/10/2024,AstraZeneca,1003.75,1058.72,1224.9,1077.69,3004,108.01,Nifty MidSmall 40,Small Cap
8/6/2023,Thermo Fisher Scientific,1232.97,1320.93,582.7,106.93,2874,490.07,Nifty 50,Small Cap
10/9/2024,Pfizer Inc.,621.6,218.64,108.61,798.85,1753,148.76,Nifty Small Cap 50,Large Cap
11/10/2024,Costco Wholesale Corp.,97.78,1811.65,937.83,649.48,4200,310.78,Nifty MidSmall 40,Large Cap
8/27/2024,Broadcom Inc.,1077.77,1923.19,1077.3,1162.65,5885,414.47,Nifty 50,Large Cap
1/5/2023,American International Group,1436.44,922.02,129.74,1097.9,7043,2.97,Nifty MidSmall 40,Mid Cap
10/29/2024,Procter & Gamble,956.23,913.36,1086.15,1428.46,4498,142.13,Nifty 50,Large Cap
3/22/2023,NVIDIA Corp.,323.2,1775.34,905.65,1351.39,2075,266.38,Nifty MidSmall 40,Mid Cap
9/4/2023,Uber Technologies Inc.,409.95,944.23,189.48,859.11,6598,228.49,Nifty Next 50,Large Cap
5/7/2024,Anthem Inc.,1369.14,1733.95,769.72,1471.69,5149,37.33,Nifty MidSmall 40,Large Cap
10/10/2024,Broadcom Inc.,69.67,202.42,178.98,267.81,9983,224.08,Nifty Small Cap 50,Large Cap
1/21/2024,Marriott International,845.68,1055.85,470.62,60.38,5314,53.87,Nifty Next 50,Mid Cap
7/28/2024,Shopify Inc.,280.08,1911.99,1131.46,206.36,7858,125.68,Nifty Small Cap 50,Small Cap
11/3/2023,Gilead Sciences,460.01,617.69,168.08,564.91,4890,374.65,Nifty 50,Mid Cap
9/19/2024,Expedia Group,495.12,642.39,659.36,1145.13,925,90.11,Nifty 100,Small Cap
9/16/2024,Expedia Group,367.96,1315.73,859.83,605.45,5208,332.97,Nifty Next 50,Small Cap
6/26/2024,Chevron Corp.,1198.91,1863.45,1318.5,1181.87,529,486.49,Nifty Small Cap 50,Mid Cap
1/7/2023,Broadcom Inc.,531.7,517.67,1040.05,1127.04,4013,124.24,Nifty MidSmall 40,Small Cap
5/29/2024,ServiceNow Inc.,550.95,1855.05,220.77,1201.81,5904,130.51,Nifty MidSmall 40,Mid Cap
7/21/2024,United Airlines,706.86,1376.56,1357.35,321.54,3821,476.59,Nifty 100,Mid Cap
3/14/2023,Marriott International,1358.33,1987.14,684.8,798.25,1481,332.9,Nifty 100,Mid Cap
1/10/2023,NVIDIA Corp.,1047.85,1512.45,536.51,1083.4,1855,385.28,Nifty 50,Large Cap
7/26/2024,General Electric,139.54,1385.43,206.33,462.05,3771,395.97,Nifty 100,Small Cap
7/15/2024,Twitter Inc.,106.93,1657.57,1308.87,1265.14,4700,365.2,Nifty Small Cap 50,Large Cap
5/2/2023,Caterpillar Inc.,871.26,474.01,833.1,1180,5587,488.42,Nifty MidSmall 40,Large Cap
11/17/2024,Adobe Inc.,1336.24,1900.07,1383.54,223.82,3011,138.1,Nifty Next 50,Large Cap
5/27/2024,Unilever PLC,518.71,456.35,268.2,365.94,5993,259.67,Nifty Next 50,Large Cap
3/16/2024,Siemens AG,409.27,197.49,777.79,394.19,1518,332.38,Nifty MidSmall 40,Mid Cap
2/7/2023,Chubb Limited,1134.88,1441.04,180.54,1323.79,4582,353.92,Nifty MidSmall 40,Large Cap
12/2/2024,Costco Wholesale Corp.,923.03,491.5,748.26,320.75,5163,96.89,Nifty MidSmall 40,Small Cap
8/13/2024,Salesforce.com,869.29,1553.69,1249.01,952.04,2052,437.88,Nifty 50,Small Cap
12/11/2023,PayPal Holdings Inc.,266.49,1620.82,179.77,144.12,2130,407.56,Nifty Next 50,Mid Cap
12/4/2023,SAP SE,305.14,587.89,399.42,851.13,1078,132.82,Nifty Next 50,Small Cap
12/2/2024,Cisco Systems Inc.,458.59,310.43,964.89,254.82,861,272.44,Nifty MidSmall 40,Mid Cap
7/3/2023,Microsoft Corp.,349.92,1076.52,134.51,884.47,6253,148.06,Nifty MidSmall 40,Small Cap
3/8/2023,SAP SE,1458.59,1796.9,651.96,583.3,6006,183.58,Nifty MidSmall 40,Large Cap
1/17/2023,Discover Financial,76.99,1717.49,486.29,928.24,234,267.25,Nifty Next 50,Small Cap
1/18/2024,Paychex Inc.,957.78,366.6,1178.26,621.94,2720,270.2,Nifty 100,Large Cap
1/3/2024,Expedia Group,800.52,1934.85,97.23,1288.73,2673,266.5,Nifty 50,Large Cap
11/12/2023,HSBC Holdings PLC,518.71,638.31,1212.85,1147.62,2405,272.59,Nifty 50,Large Cap
5/11/2024,Zoom Video Communications,1337,796.37,993.98,1274.82,6687,318.43,Nifty MidSmall 40,Mid Cap
12/21/2024,SAP SE,1021.74,425.74,437.15,371.98,2448,8.84,Nifty Next 50,Small Cap
12/11/2023,Chubb Limited,1497.61,848.94,300.94,265.78,8055,70.77,Nifty 50,Large Cap
7/6/2024,Tesla Inc.,294.55,1325.94,1331.74,858.14,5245,235.67,Nifty 50,Mid Cap
4/17/2024,Mastercard Inc.,177.41,1086.24,788.85,1315.61,5662,354.49,Nifty Small Cap 50,Small Cap
4/25/2023,Netflix Inc.,252.13,1680.95,502.35,210.4,5210,255.12,Nifty MidSmall 40,Small Cap
4/10/2023,Apple Inc.,440.47,1336.41,90.92,389.14,7243,314.84,Nifty 100,Small Cap
3/13/2024,Chevron Corp.,654.34,637.56,257.12,1131.7,9978,485.38,Nifty MidSmall 40,Large Cap
12/11/2023,Nikon Corporation,1300.77,1181.26,849.49,724.77,7475,365.3,Nifty 100,Large Cap
12/15/2023,Coca-Cola Co.,461.21,268.75,732.96,925.02,9980,469.99,Nifty 50,Large Cap
5/19/2023,Coca-Cola Co.,1377.1,1224.46,1067.93,908.04,4823,10.48,Nifty 50,Mid Cap
11/20/2023,Paychex Inc.,721.22,870.88,1173.73,647.91,6444,224.13,Nifty Next 50,Mid Cap
10/29/2023,Travelers Companies,988.25,332.04,574.13,1073.27,480,177.9,Nifty 50,Small Cap
10/21/2023,Lockheed Martin,433.39,718.81,168.27,1285.79,6146,353.06,Nifty MidSmall 40,Large Cap
6/12/2024,Salesforce.com,276.22,1811.46,1114.4,1366.25,1238,464.79,Nifty MidSmall 40,Small Cap
10/19/2023,Snap Inc.,1310.71,1234.17,788.62,117.3,6546,21.1,Nifty 50,Large Cap
3/15/2023,Amgen Inc.,208.78,1821.04,1372.31,852.73,241,29.6,Nifty Small Cap 50,Large Cap
4/28/2024,Lockheed Martin,1172.33,909.99,1121,108.54,4723,336.74,Nifty MidSmall 40,Mid Cap
1/16/2023,Coca-Cola Co.,892.43,1960.98,480.83,1356.35,5367,173.68,Nifty 100,Large Cap
6/9/2024,Medtronic PLC,1298.65,816.04,617.03,672.44,1624,102.31,Nifty 50,Mid Cap
12/2/2023,Unilever PLC,1090.84,1550.09,352.74,1355.76,5993,477.4,Nifty 50,Small Cap
5/30/2024,Amgen Inc.,458.41,715,731.44,322.14,9344,8.01,Nifty 50,Mid Cap
5/7/2023,Visa Inc.,882.92,346.08,1003.69,285.44,6503,137.72,Nifty MidSmall 40,Large Cap
6/1/2024,Walt Disney Co.,68.96,1691.15,869.11,1367.07,2155,166.52,Nifty 50,Large Cap
5/9/2023,United Airlines,739.07,1560.78,498.65,1410.64,3475,391.61,Nifty Next 50,Small Cap
5/25/2024,United Airlines,174.72,1668.16,1157.92,1161.84,7283,281.31,Nifty Small Cap 50,Mid Cap
2/27/2024,L’Oréal,671.97,704.43,173.93,371.94,3474,164.86,Nifty 100,Large Cap
1/20/2024,Cisco Systems Inc.,208.94,1451.77,225.3,299.38,6339,85.71,Nifty MidSmall 40,Large Cap
8/20/2023,Unilever PLC,1435.45,556.86,583.7,1134.62,4421,109.72,Nifty Small Cap 50,Mid Cap
7/14/2023,Procter & Gamble,808.45,170.93,992.07,970.42,8879,20.3,Nifty Next 50,Mid Cap
3/6/2023,LinkedIn Corporation,1374.17,1753,981.03,1314.51,9639,418.6,Nifty 50,Large Cap
9/6/2024,Booking Holdings,82.43,1118.52,532.14,451.38,7386,59.48,Nifty Next 50,Large Cap
10/4/2023,Ford Motor Co.,974.6,1969.76,984.35,478.27,7438,411.7,Nifty Next 50,Mid Cap
10/31/2024,PepsiCo Inc.,495.08,862.32,113,1110.88,133,70.45,Nifty 100,Small Cap
8/12/2023,Hilton Worldwide,676.15,1920.22,427.33,438.41,8041,453.05,Nifty 50,Mid Cap
10/5/2023,General Electric,1315.98,1287.86,980.47,720.45,5524,339.58,Nifty Small Cap 50,Large Cap
11/24/2024,Square Inc.,1471.03,1097.58,282.14,804.21,9366,176.66,Nifty Small Cap 50,Mid Cap
1/1/2024,Johnson & Johnson,407.41,710.2,321.42,1020.32,1644,196.95,Nifty 50,Large Cap
5/30/2024,Starbucks Corp.,1424.97,1676.76,149.03,549.36,7633,143,Nifty Next 50,Mid Cap
8/3/2023,Amgen Inc.,1048.65,1683.27,529.33,1294.59,627,106.43,Nifty 100,Small Cap
3/14/2024,Cigna Corporation,1429.55,921.32,1160.15,633.38,3358,455.62,Nifty Small Cap 50,Large Cap
3/3/2024,Broadcom Inc.,865.43,1495.49,1175.81,109.99,6427,93.03,Nifty Next 50,Large Cap
12/29/2024,State Farm,1443.1,977.39,1211.44,147.15,7460,88.8,Nifty Next 50,Large Cap
1/31/2024,Google LLC,1344.06,1518.37,80.28,1458.78,3255,180.77,Nifty 100,Large Cap
7/28/2023,Marriott International,236.46,1989.25,1391.08,951.96,995,492.18,Nifty Next 50,Small Cap
5/15/2024,Travelers Companies,500.65,635.62,718.62,761.85,5613,232.99,Nifty 100,Small Cap
4/7/2024,Sanofi,402.44,1323,1225.64,1311.04,5180,178.32,Nifty Small Cap 50,Mid Cap
8/8/2024,L’Oréal,879.54,852.77,1270.01,1089.48,1626,499.28,Nifty MidSmall 40,Large Cap
8/15/2023,State Farm,1214.06,1164.49,734.86,313.02,703,370.28,Nifty 100,Large Cap
1/10/2024,Boston Scientific,1151.15,1767.17,99.99,60.57,9094,472.37,Nifty 50,Large Cap
5/14/2024,Progressive Corporation,1103.79,793.02,848.53,1474.09,1185,125.21,Nifty 50,Small Cap
4/3/2023,Verizon Communications,594.13,283.92,487.71,962.36,2180,377.34,Nifty Next 50,Mid Cap
4/4/2024,AstraZeneca,252.47,1628.03,313.27,741.76,242,445.43,Nifty Next 50,Large Cap
7/30/2024,Starbucks Corp.,355.35,1176.8,280.03,1419.75,9677,265.15,Nifty Next 50,Large Cap
11/17/2023,Novartis AG,1125.43,981.39,796.19,585.35,9813,212.52,Nifty MidSmall 40,Large Cap
1/10/2023,PayPal Holdings Inc.,263.92,489.17,173.13,1097.7,5334,148.68,Nifty Small Cap 50,Large Cap
10/30/2023,Verizon Communications,373.27,321.78,1155.65,1021.67,2008,284.07,Nifty MidSmall 40,Small Cap
11/18/2023,3M Company,665.6,665.66,341.39,1031.68,5576,96.88,Nifty Next 50,Large Cap
3/31/2024,Novartis AG,154.56,1479.97,782.53,1031.84,9709,216.49,Nifty 50,Large Cap
10/5/2023,L’Oréal,358.4,911.78,201.88,65.12,3675,341.59,Nifty MidSmall 40,Large Cap
8/20/2024,Hilton Worldwide,267.16,1204.92,1207.69,1245.24,6835,326.53,Nifty Small Cap 50,Small Cap
6/21/2024,Anthem Inc.,1429.42,301.78,978.16,1388.28,853,350.25,Nifty MidSmall 40,Large Cap
12/30/2024,Goldman Sachs Group,327.71,378,312.93,701.56,7874,293.69,Nifty Small Cap 50,Large Cap
1/28/2024,Shopify Inc.,1299.57,170.92,1010.56,862.7,4459,2.31,Nifty Next 50,Mid Cap
4/5/2023,Expedia Group,216.46,1395.58,143.57,520.84,1360,14.34,Nifty Small Cap 50,Mid Cap
4/17/2023,Exxon Mobil Corp.,1311.03,639.24,1087.94,1188.35,1633,290.55,Nifty MidSmall 40,Mid Cap
1/25/2024,Unilever PLC,919.18,1938.81,701.78,1118.07,1694,483.02,Nifty Next 50,Small Cap
6/9/2024,Cigna Corporation,1282.07,720.64,194.65,1120.83,4020,98.03,Nifty Next 50,Mid Cap
11/3/2024,Novartis AG,1307.66,822.69,784.16,1115.64,3346,358.97,Nifty MidSmall 40,Large Cap
3/12/2023,Berkshire Hathaway,914.74,1018.56,305.19,366.89,1695,217.17,Nifty Next 50,Large Cap
10/25/2024,Biogen Inc.,1380.66,740.41,951.7,213.16,3340,70.41,Nifty MidSmall 40,Small Cap
8/9/2024,Merck & Co.,898.9,1662.27,1000.81,500.59,7319,17.61,Nifty Small Cap 50,Large Cap
1/11/2024,Zoom Video Communications,1083.22,1770.98,1072.35,884.3,3399,356.97,Nifty 100,Small Cap
12/27/2024,Carnival Corporation,653.32,170.42,1255.97,629.31,7515,72.82,Nifty Small Cap 50,Mid Cap
1/3/2024,Visa Inc.,1375.4,1361.12,927.27,411.41,2479,149.92,Nifty 50,Small Cap
2/20/2023,Snap Inc.,1245.04,1419.26,703.72,82.32,3035,201.29,Nifty Small Cap 50,Large Cap
5/23/2023,Raytheon Technologies,291.73,1928.64,1200.29,225.64,3609,353.23,Nifty Next 50,Mid Cap
2/23/2024,McDonald's Corp.,885.76,835.24,1262.79,202.73,7600,194.42,Nifty Small Cap 50,Mid Cap
7/1/2024,Danaher Corporation,1350.4,511.27,1101,1437.13,198,193.76,Nifty Next 50,Mid Cap
5/14/2024,Booking Holdings,1199.94,1113.07,1321.13,1179.3,7258,397.32,Nifty Small Cap 50,Large Cap
6/16/2023,General Electric,1445.7,977.98,1371.82,227.99,5486,4.48,Nifty Next 50,Mid Cap
9/17/2023,Biogen Inc.,385.39,1614.7,374.3,727.46,6251,377.17,Nifty MidSmall 40,Mid Cap
7/11/2023,Twitter Inc.,582.82,1822.35,281.66,999,1697,261.32,Nifty Next 50,Large Cap
7/21/2023,Shopify Inc.,785.43,310.41,644.57,1443.5,5620,271.3,Nifty Next 50,Small Cap
7/4/2023,Booking Holdings,387.37,1716.17,1395.79,440,2992,173.43,Nifty 50,Small Cap
6/7/2023,UnitedHealth Group,621.37,1831.6,151.21,432.87,4167,47.15,Nifty Next 50,Mid Cap
9/13/2024,Gilead Sciences,829.43,1859.65,1005.43,873.97,6128,46.33,Nifty 100,Mid Cap
4/9/2023,SAP SE,327.44,1563.97,1195.64,1293.2,9145,171.08,Nifty Small Cap 50,Small Cap
8/29/2023,Citigroup Inc.,422.2,1522.85,1395.13,455.45,3281,360.49,Nifty Next 50,Small Cap
5/5/2024,Broadcom Inc.,231.02,177.56,879.01,232.45,9885,445.93,Nifty 100,Mid Cap
7/21/2023,Siemens AG,1084.4,1852.35,550.73,435.89,9147,406.3,Nifty Small Cap 50,Small Cap
9/25/2024,Unilever PLC,574.25,800.28,258.1,701.15,2561,399.16,Nifty MidSmall 40,Mid Cap
5/23/2024,3M Company,369.39,226.08,1375.01,571.93,5104,3.86,Nifty Small Cap 50,Small Cap
9/20/2024,Berkshire Hathaway,785.62,914.01,1296.16,1298.76,3179,96.62,Nifty Next 50,Mid Cap
4/6/2023,Allstate Corporation,148.96,1505.78,1132.19,1417.27,3747,472.6,Nifty Next 50,Mid Cap
5/4/2024,Intel Corp.,1388.94,967.62,1322.97,598.75,6039,435.21,Nifty 50,Mid Cap
8/1/2024,Liberty Mutual,476.98,1552.32,113.37,1243.96,4073,64.24,Nifty MidSmall 40,Large Cap
8/6/2023,General Electric,1335.37,1092.41,895.15,149.49,5546,318.45,Nifty 50,Mid Cap
6/10/2024,Adobe Inc.,771.55,703.94,406.47,852.87,2073,217.13,Nifty 50,Small Cap
9/30/2023,Nike Inc.,1282.72,525.39,1078.86,1255.97,4473,4.83,Nifty Small Cap 50,Small Cap
8/7/2023,Raytheon Technologies,408.24,929.04,161.13,657,3362,400.28,Nifty 100,Large Cap
10/20/2024,Lyft Inc.,304.14,216.24,384.45,257.98,8795,471.62,Nifty 100,Large Cap
11/28/2023,GlaxoSmithKline,1281.65,931.71,1194.85,461.93,799,460.47,Nifty Next 50,Mid Cap
3/28/2024,Illumina Inc.,358.74,276.95,1056.74,763.27,8951,192.75,Nifty 100,Mid Cap
6/1/2023,UnitedHealth Group,1131.98,1772.46,1389.07,1273.07,4290,394.12,Nifty MidSmall 40,Small Cap
12/13/2023,Costco Wholesale Corp.,549.65,1214.64,912.26,1135.47,1750,249.49,Nifty Next 50,Mid Cap
2/18/2024,JPMorgan Chase & Co.,1134.88,1345.18,445.21,171.18,7952,490.01,Nifty 50,Large Cap
6/10/2024,Novartis AG,1366.09,684.4,780.6,841.93,6877,481.68,Nifty MidSmall 40,Mid Cap
3/6/2024,Chevron Corp.,1473.38,567.77,1323.23,1314.91,7581,386.9,Nifty Next 50,Small Cap
1/14/2024,Cisco Systems Inc.,571.72,1459.62,922.92,886.81,7471,236.19,Nifty 100,Mid Cap
3/3/2024,Cisco Systems Inc.,582.91,1392.4,1237.65,144.16,776,451.07,Nifty MidSmall 40,Large Cap
3/25/2023,Visa Inc.,1473.01,376.96,61.36,1243.52,8513,112.75,Nifty Next 50,Large Cap
7/11/2023,Shopify Inc.,1299.22,591.49,536.28,1364.82,6830,107.9,Nifty MidSmall 40,Small Cap
2/10/2023,Netflix Inc.,115.38,1901.17,1311.37,614.32,6189,279.56,Nifty Next 50,Large Cap
11/5/2023,Hilton Worldwide,881.5,712.73,83.83,499.7,4929,409.7,Nifty MidSmall 40,Large Cap
1/13/2024,Procter & Gamble,312.8,197.79,741.17,837.86,5441,31.99,Nifty Next 50,Small Cap
5/16/2023,Johnson & Johnson,1491.32,268,504.75,1476.93,6673,392.56,Nifty MidSmall 40,Mid Cap
4/16/2023,Morgan Stanley,251.44,1584.67,915.3,1264.32,3405,474.71,Nifty 100,Small Cap
6/2/2024,Ford Motor Co.,861.05,1550.74,252.25,1226.03,220,273.45,Nifty 100,Large Cap
6/25/2024,Walt Disney Co.,1014.54,856.38,925.02,330.06,7828,107.57,Nifty 50,Small Cap
5/6/2023,NVIDIA Corp.,1408.74,433.42,1388.82,1347.99,3550,316.2,Nifty Small Cap 50,Mid Cap
12/23/2023,3M Company,1278.52,1071.49,401.49,856.12,9883,99.22,Nifty Next 50,Large Cap
2/4/2024,United Airlines,406.34,763.99,662.16,1379.47,6411,195.84,Nifty MidSmall 40,Small Cap
3/20/2023,Exxon Mobil Corp.,880.3,841.84,70.69,994.98,9085,350.12,Nifty 50,Mid Cap
1/24/2024,Goldman Sachs Group,1432.68,632.82,624.65,1259.54,7863,191.3,Nifty 100,Mid Cap
8/1/2024,United Airlines,1116.79,266.29,586.21,290.01,7357,242.7,Nifty 100,Small Cap
6/18/2024,American Airlines Group,1048.09,1613.64,803.65,1074.46,5830,273.08,Nifty MidSmall 40,Mid Cap
12/1/2024,Progressive Corporation,1144.61,1293.71,381.78,423.02,7539,170.37,Nifty MidSmall 40,Mid Cap
3/15/2023,Paychex Inc.,517.63,1694.07,480.26,294.91,2222,39.08,Nifty MidSmall 40,Mid Cap
1/5/2023,Merck & Co.,1107.42,1080.92,865.56,882.27,4332,255.94,Nifty Next 50,Small Cap
4/7/2024,Siemens AG,387.64,1972.23,1274.61,923.97,2408,244.42,Nifty Small Cap 50,Mid Cap
3/23/2023,Prudential Financial,670.75,1930.67,352.22,761.4,3383,213.82,Nifty 50,Mid Cap
6/20/2024,Exxon Mobil Corp.,1340.4,652.8,958.12,179.11,6107,93.06,Nifty 100,Large Cap
2/9/2024,Thermo Fisher Scientific,77.51,865.91,747.72,404.89,6853,27.1,Nifty 100,Small Cap
5/28/2024,Zoom Video Communications,650.76,1542.51,173.31,391.4,9089,413.49,Nifty 50,Large Cap
10/5/2023,Oracle Corp.,436.89,1586.72,804.64,504.87,1667,266.63,Nifty 100,Mid Cap
8/12/2023,McDonald's Corp.,337.95,1834.79,1001.07,960.69,4411,490.17,Nifty Small Cap 50,Mid Cap
8/6/2024,Amgen Inc.,1265.93,1357.37,849.61,685.08,4980,488.93,Nifty Next 50,Large Cap
3/9/2023,Nikon Corporation,1059.92,1028.97,173.05,1454.16,463,290.46,Nifty 100,Large Cap
11/16/2023,L’Oréal,213.32,848.66,1200.72,72.97,4426,245.57,Nifty 50,Large Cap
8/28/2024,SAP SE,766.97,925.48,86.17,363.06,8270,94.04,Nifty Small Cap 50,Small Cap
1/19/2023,Walt Disney Co.,727.01,1723.25,353.33,881.44,482,190.29,Nifty 100,Small Cap
10/1/2024,Honeywell International,256.67,1963.02,873.52,1325.04,2301,392.93,Nifty MidSmall 40,Small Cap
12/9/2023,Merck & Co.,1209.66,246.03,328.68,99.17,5256,481.65,Nifty Next 50,Small Cap
8/16/2024,Verizon Communications,581.68,1223.45,169.46,1331.24,5532,300.31,Nifty 50,Large Cap
12/9/2023,Facebook Inc.,1154.81,1112.1,731.33,785.55,4207,308.83,Nifty 100,Large Cap
4/7/2023,L’Oréal,328.49,845.86,1019.77,1188.95,7492,471.29,Nifty Small Cap 50,Mid Cap
2/21/2023,UnitedHealth Group,506.86,1725.42,592.73,1425.55,2302,64.34,Nifty MidSmall 40,Large Cap
6/24/2023,Procter & Gamble,188,1215.12,986.89,362.34,618,306.31,Nifty MidSmall 40,Large Cap
12/4/2023,Cigna Corporation,258.04,729.26,1209.1,902.47,5197,293.13,Nifty Small Cap 50,Mid Cap
11/24/2024,Intel Corp.,1330.62,971.59,1343.55,1331.32,335,103.34,Nifty 100,Small Cap
12/19/2023,Anthem Inc.,208.21,810.09,349.57,1274.4,5257,387.13,Nifty Next 50,Large Cap
1/26/2024,Shopify Inc.,188.81,945.66,859.34,805.4,6163,60.48,Nifty Small Cap 50,Mid Cap
4/25/2023,Pfizer Inc.,1413.55,281.84,395.62,1426.76,4493,32.56,Nifty Small Cap 50,Large Cap
12/14/2023,SAP SE,986.56,357.04,1223.16,1077.24,1367,243.58,Nifty Small Cap 50,Large Cap
1/1/2023,Goldman Sachs Group,196.33,1303.83,1249.69,809.97,2270,150.56,Nifty 50,Mid Cap
3/4/2023,Boston Scientific,1458.99,1415.53,471.36,133.96,9807,218.63,Nifty Next 50,Mid Cap
8/14/2023,Salesforce.com,263.3,1327.75,914.12,756.59,8173,57.18,Nifty 50,Large Cap
2/27/2024,Illumina Inc.,1161.2,1561.69,1246.12,661.76,7118,226.75,Nifty 50,Mid Cap
1/19/2023,Microsoft Corp.,100.53,1895.54,726.46,492.62,9580,220.36,Nifty MidSmall 40,Small Cap
1/31/2023,Berkshire Hathaway,955.59,1742.14,1017.04,1417.19,3279,483.31,Nifty Small Cap 50,Large Cap
9/24/2024,Adobe Inc.,842.72,924.24,1127.17,1392.27,5445,361.56,Nifty 100,Small Cap
1/24/2023,Lockheed Martin,351.61,552.45,1224.5,539.06,1297,460.32,Nifty 100,Mid Cap
7/30/2023,Amazon.com Inc.,982.56,726.93,735.83,681.86,4032,390.84,Nifty 50,Small Cap
6/10/2023,Tesla Inc.,944.73,1237.32,1320.3,1140.14,6581,394.13,Nifty Next 50,Large Cap
9/12/2023,Goldman Sachs Group,1207.61,1733.99,891.67,1260.83,1728,433,Nifty MidSmall 40,Large Cap
7/24/2024,JPMorgan Chase & Co.,1320.02,1448.19,237.87,209.61,7898,128.69,Nifty MidSmall 40,Small Cap
4/24/2023,L’Oréal,789.65,1154.57,869.07,761.65,3001,213.93,Nifty 100,Large Cap
5/18/2024,Ford Motor Co.,760.93,1263.47,438.91,1376.03,9843,437.73,Nifty Next 50,Large Cap
11/2/2024,Palantir Technologies,951.31,1127.28,539.76,1013.65,3088,34.39,Nifty 100,Mid Cap
